Date_reported,ind_cum_cases,usa_cum_cases,brazil_cum_cases,russia_cum_cases,ind_new_cases,usa_new_cases,china_new_cases,russia_new_cases,brazil_new_cases
2022-03-08,42971308,78775994,29049013,17081394,3993,0,25504,66576,15961
2022-03-09,42975883,78775994,29069469,17140069,4575,0,28865,58675,20456
2022-03-10,42980067,78775994,29138362,17191300,4184,0,26596,51231,68893
2022-03-11,42984261,79027607,29193268,17242043,4194,251613,25027,50743,54906
2022-03-12,42987875,79027607,29249903,17290197,3614,0,19558,48154,56635
2022-03-13,42990991,79027607,29305114,17335186,3116,0,17788,44989,55211
2022-03-14,42993494,79027607,29350134,17376241,2503,0,14835,41055,45020
2022-03-15,42996062,79027607,29368776,17412919,2568,0,15717,36678,18642
2022-03-16,42998938,79027607,29380063,17449438,2876,0,13947,36519,11287
2022-03-17,43001477,79027607,29432157,17484257,2539,0,15861,34819,52094
2022-03-18,43004005,79238157,29478039,17518699,2528,210550,11180,34442,45882
2022-03-19,43006080,79238157,29527640,17551657,2075,0,10269,32958,49601
2022-03-20,43007841,79238157,29573112,17582692,1761,0,9391,31035,45472
2022-03-21,43009390,79238157,29617266,17611401,1549,0,8024,28709,44154
2022-03-22,43010971,79238157,29630484,17637795,1581,0,6958,26394,13218
2022-03-23,43012749,79238157,29641594,17664621,1778,0,7052,26826,11110
2022-03-24,43014687,79238157,29682615,17690008,1938,0,6401,25387,41021
2022-03-25,43016372,79426928,29729991,17715390,1685,188771,7237,25382,47376
2022-03-26,43018032,79426928,29767681,17739462,1660,0,6049,24072,37690
2022-03-27,43019453,79426928,29802257,17762742,1421,0,5241,23280,34576
2022-03-28,43020723,79426928,29802257,17783843,1270,0,5033,21101,0
2022-03-29,43021982,79426928,29842418,17803503,1259,0,4647,19660,40161
2022-03-30,43023215,79426928,29852341,17823648,1233,0,4889,20145,9923
2022-03-31,43024440,79426928,29882397,17842925,1225,0,4995,19277,30056
2022-04-01,43025775,79616018,29916334,17862089,1335,189090,4925,19164,33937
2022-04-02,43027035,79616018,29947895,17880038,1260,0,5108,17949,31561
2022-04-03,43028131,79616018,29975165,17896866,1096,0,4195,16828,27270
2022-04-04,43029044,79616018,29992227,17912157,913,0,3517,15291,17062
2022-04-05,43029839,79616018,29999437,17926104,795,0,3097,13947,7210
2022-04-06,43030925,79616018,30012798,17940765,1086,0,3354,14661,13361
2022-04-07,43031958,79616018,30040129,17955120,1033,0,3171,14355,27331
2022-04-08,43033067,79805514,30067249,17969431,1109,189496,3475,14311,27120
2022-04-09,43034217,79805514,30093751,17983004,1150,0,3079,13573,26502
2022-04-10,43035271,79805514,30123963,17996060,1054,0,2826,13056,30212
2022-04-11,43036132,79805514,30145192,18007915,861,0,2646,11855,21229
2022-04-12,43036928,79805514,30152402,18018825,796,0,2600,10910,7210
2022-04-13,43038016,79805514,30161205,18030579,1088,0,2868,11754,8803
2022-04-14,43039023,79805514,30183929,18041927,1007,0,4687,11348,22724
2022-04-15,43039972,80025086,30210853,18053359,949,219572,5046,11432,26924
2022-04-16,43040947,80025086,30234024,18064454,975,0,5650,11095,23171
2022-04-17,43042097,80025086,30247302,18074717,1150,0,5326,10263,13278
2022-04-18,43044280,80025086,30250077,18084151,2183,0,4490,9434,2775
2022-04-19,43045527,80025086,30252618,18092791,1247,0,5108,8640,2541
2022-04-20,43047594,80025086,30261088,18101986,2067,0,4803,9195,8470
2022-04-21,43049974,80025086,30275219,18110861,2380,0,5651,8875,14131
2022-04-22,43052425,80305883,30311969,18119862,2451,280797,5508,9001,36750
2022-04-23,43054952,80305883,30330629,18128691,2527,0,7129,8829,18660
2022-04-24,43057545,80305883,30338697,18137137,2593,0,6034,8446,8068
2022-04-25,43060086,80305883,30345654,18144788,2541,0,8070,7651,6957
2022-04-26,43062569,80305883,30349463,18151895,2483,0,7383,7107,3809
2022-04-27,43065496,80305883,30355919,18159600,2927,0,8361,7705,6456
2022-04-28,43068799,80305883,30378061,18167281,3303,0,10639,7681,22142
2022-04-29,43072176,80649426,30399004,18174991,3377,343543,17382,7710,20943
2022-04-30,43075864,80649426,30418920,18182354,3688,0,13927,7363,19916
2022-05-01,43079188,80649426,30433042,18189401,3324,0,16227,7047,14122
2022-05-02,43082345,80649426,30448236,18195608,3157,0,18064,6207,15194
2022-05-03,43084913,80649426,30454499,18201074,2568,0,18357,5466,6263
2022-05-04,43088118,80649426,30460997,18206167,3205,0,23622,5093,6498
2022-05-05,43091393,80649426,30482429,18211178,3275,0,28850,5011,21432
2022-05-06,43094938,81070675,30502501,18216719,3545,421249,30628,5541,20072
2022-05-07,43098743,81070675,30524183,18222219,3805,0,36540,5500,21682
2022-05-08,43102194,81070675,30543908,18227666,3451,0,44907,5447,19725
2022-05-09,43105401,81070675,30558530,18232696,3207,0,44817,5030,14622
2022-05-10,43107689,81070675,30564536,18237227,2288,0,40772,4531,6006
2022-05-11,43110586,81070675,30574245,18241329,2897,0,51206,4102,9709
2022-05-12,43113413,81070675,30594388,18245394,2827,0,57553,4065,20143
2022-05-13,43116254,81626348,30617786,18250290,2841,555673,65881,4896,23398
2022-05-14,43119112,81626348,30639130,18255337,2858,0,65326,5047,21344
2022-05-15,43121599,81626348,30664739,18260293,2487,0,64346,4956,25609
2022-05-16,43123801,81626348,30682094,18264836,2202,0,68993,4543,17355
2022-05-17,43125370,81626348,30688390,18268958,1569,0,62011,4122,6296
2022-05-18,43127199,81626348,30701900,18273690,1829,0,65965,4732,13510
2022-05-19,43129563,81626348,30728286,18278617,2364,0,84737,4927,26386
2022-05-20,43131822,82282911,30741811,18283706,2259,656563,90656,5089,13525
2022-05-21,43134145,82282911,30752226,18288740,2323,0,86063,5034,10415
2022-05-22,43136371,82282911,30762413,18293450,2226,0,84865,4710,10187
2022-05-23,43138393,82282911,30778607,18297608,2022,0,79754,4158,16194
2022-05-24,43140068,82282911,30791220,18301393,1675,0,66477,3785,12613
2022-05-25,43142192,82282911,30803995,18305973,2124,0,82613,4580,12775
2022-05-26,43144820,82282911,30836815,18310673,2628,0,89607,4700,32820
2022-05-27,43147530,83027308,30846602,18315292,2710,744397,82120,4619,9787
2022-05-28,43150215,83027308,30880512,18319848,2685,0,94753,4556,33910
2022-05-29,43153043,83027308,30921145,18324036,2828,0,81043,4188,40633
2022-05-30,43155749,83027308,30945384,18327837,2706,0,76727,3801,24239
2022-05-31,43158087,83027308,30953579,18331363,2338,0,60201,3526,8195
2022-06-01,43160832,83027308,30977661,18335514,2745,0,80809,4151,24082
2022-06-02,43164544,83027308,31019038,18339776,3712,0,88425,4262,41377
2022-06-03,43168585,83715997,31060017,18343964,4041,688689,77134,4188,40979
2022-06-04,43172547,83715997,31101290,18348065,3962,0,76786,4101,41273
2022-06-05,43176817,83715997,31137479,18351851,4270,0,68350,3786,36189
2022-06-06,43181335,83715997,31153069,18355200,4518,0,62264,3349,15590
2022-06-07,43185049,83715997,31159335,18358459,3714,0,53254,3259,6266
2022-06-08,43190282,83715997,31195118,18362105,5233,0,83172,3646,35783
2022-06-09,43197522,83715997,31266163,18365879,7240,0,80429,3774,71045
2022-06-10,43205106,84460013,31315777,18369557,7584,744016,73344,3678,49614
2022-06-11,43213435,84460013,31360850,18373184,8329,0,68663,3627,45073
2022-06-12,43222017,84460013,31417341,18376587,8582,0,80020,3403,56491
2022-06-13,43230101,84460013,31445137,18379583,8084,0,51100,2996,27796
2022-06-14,43236695,84460013,31456865,18382380,6594,0,45459,2797,11728
2022-06-15,43245517,84460013,31497038,18385098,8822,0,66651,2718,40173
2022-06-16,43257730,84460013,31541479,18388424,12213,0,69470,3326,44441
2022-06-17,43270577,85160208,31611769,18391797,12847,700195,63761,3373,70290
2022-06-18,43283793,85160208,31644703,18395179,13216,0,55742,3382,32934
2022-06-19,43296692,85160208,31673375,18398260,12899,0,54218,3081,28672
2022-06-20,43309473,85160208,31693502,18400927,12781,0,51168,2667,20127
2022-06-21,43319396,85160208,31704193,18403427,9923,0,36182,2500,10691
2022-06-22,43331645,85160208,31754465,18406485,12249,0,56939,3058,50272
2022-06-23,43344958,85160208,31818827,18409651,13313,0,52951,3166,64362
2022-06-24,43362294,85832059,31890733,18412805,17336,671851,49053,3154,71906
2022-06-25,43378234,85832059,31962782,18415877,15940,0,46513,3072,72049
2022-06-26,43389973,85832059,32023166,18418881,11739,0,41120,3004,60384
2022-06-27,43407046,85832059,32061959,18421564,17073,0,40425,2683,38793
2022-06-28,43418839,85832059,32078638,18424105,11793,0,29337,2541,16679
2022-06-29,43433345,85832059,32130316,18427133,14506,0,45012,3028,51678
2022-06-30,43452164,85832059,32206954,18430239,18819,0,43135,3106,76638
2022-07-01,43469234,86578615,32282879,18433394,17070,746556,39947,3155,75925
2022-07-02,43486326,86578615,32358018,18436679,17092,0,36825,3285,75139
2022-07-03,43502429,86578615,32434063,18439759,16103,0,35765,3080,76045
2022-07-04,43518564,86578615,32471847,18442625,16135,0,33327,2866,37784
2022-07-05,43531650,86578615,32490422,18445301,13086,0,23676,2676,18575
2022-07-06,43547809,86578615,32535923,18448451,16159,0,37114,3150,45501
2022-07-07,43566739,86578615,32610514,18451810,18930,0,35862,3359,74591
2022-07-08,43585554,87342885,32687680,18455274,18815,764270,32694,3464,77166
2022-07-09,43604394,87342885,32759730,18458813,18840,0,31728,3539,72050
2022-07-10,43622651,87342885,32830844,18462211,18257,0,29514,3398,71114
2022-07-11,43639329,87342885,32874501,18465308,16678,0,29355,3097,43657
2022-07-12,43652944,87342885,32874501,18468310,13615,0,20500,3002,0
2022-07-13,43669850,87342885,32940507,18472239,16906,0,32669,3929,66006
2022-07-14,43689989,87342885,33004555,18476477,20139,0,31582,4238,64048
2022-07-15,43710027,88183582,33076779,18480934,20038,840697,29359,4457,72224
2022-07-16,43730071,88183582,33142158,18485632,20044,0,27035,4698,65379
2022-07-17,43750599,88183582,33250117,18490296,20528,0,27055,4664,107959
2022-07-18,43767534,88183582,33290266,18494844,16935,0,25967,4548,40149
2022-07-19,43783062,88183582,33301118,18499044,15528,0,19637,4200,10852
2022-07-20,43803619,88183582,33339815,18504729,20557,0,28719,5685,38697
2022-07-21,43825185,88183582,33397814,18511120,21566,0,29052,6391,57999
2022-07-22,43847065,89069242,33454294,18517779,21880,885660,27138,6659,56480
2022-07-23,43868476,89069242,33505727,18524732,21411,0,25909,6953,51433
2022-07-24,43888755,89069242,33505727,18532255,20279,0,24268,7523,0
2022-07-25,43905621,89069242,33581533,18538826,16866,0,23618,6571,75806
2022-07-26,43920451,89069242,33591356,18545009,14830,0,18896,6183,9823
2022-07-27,43938764,89069242,33621965,18554036,18313,0,27038,9027,30609
2022-07-28,43959321,89069242,33659879,18565551,20557,0,27755,11515,37914
2022-07-29,43979730,89972551,33704393,18576973,20409,903309,26089,11422,44514
2022-07-30,44000138,89972551,33748985,18589221,20408,0,25285,12248,44592
2022-07-31,44019811,89972551,33790698,18601719,19673,0,23322,12498,41713
2022-08-01,44036275,89972551,33813587,18612543,16464,0,22895,10824,22889
2022-08-02,44050009,89972551,33833900,18622103,13734,0,18367,9560,20313
2022-08-03,44067144,89972551,33855964,18636741,17135,0,25279,14638,22064
2022-08-04,44087037,89972551,33890428,18653867,19893,0,25929,17126,34464
2022-08-05,44107588,90787928,33924061,18672422,20551,815377,25115,18555,33633
2022-08-06,44126994,90787928,33964494,18692396,19406,0,23802,19974,40433
2022-08-07,44145732,90787928,33994470,18712699,18738,0,21953,20303,29976
2022-08-08,44161899,90787928,34011173,18730561,16167,0,24043,17862,16703
2022-08-09,44174650,90787928,34018371,18746886,12751,0,17411,16325,7198
2022-08-10,44190697,90787928,34035780,18770657,16047,0,25747,23771,17409
2022-08-11,44206996,90787928,34066000,18796472,16299,0,26401,25815,30220
2022-08-12,44223557,91538861,34096935,18824282,16561,750933,25082,27810,30935
2022-08-13,44239372,91538861,34124579,18852976,15815,0,24111,28694,27644
2022-08-14,44253464,91538861,34148131,18881958,14092,0,23901,28982,23552
2022-08-15,44268381,91538861,34165857,18907231,14917,0,23581,25273,17726
2022-08-16,44277194,91538861,34170286,18931140,8813,0,18103,23909,4429
2022-08-17,44286256,91538861,34178240,18964246,9062,0,25733,33106,7954
2022-08-18,44298864,91538861,34201280,19000055,12608,0,27870,35809,23040
2022-08-19,44314618,92209149,34223207,19037664,15754,670288,26424,37609,21927
2022-08-20,44327890,92209149,34245374,19077674,13272,0,25756,40010,22167
2022-08-21,44339429,92209149,34264237,19117343,11539,0,24957,39669,18863
2022-08-22,44348960,92209149,34279785,19150404,9531,0,25251,33061,15548
2022-08-23,44357546,92209149,34284864,19181371,8586,0,19693,30967,5079
2022-08-24,44368195,92209149,34291082,19221602,10649,0,29168,40231,6218
2022-08-25,44378920,92209149,34311323,19265521,10725,0,32027,43919,20241
2022-08-26,44389176,92838724,34329600,19311973,10256,629575,30805,46452,18277
2022-08-27,44398696,92838724,34350639,19359066,9520,0,29364,47093,21039
2022-08-28,44408132,92838724,34368909,19405923,9436,0,28156,46857,18270
2022-08-29,44415723,92838724,34381295,19445581,7591,0,30209,39658,12386
2022-08-30,44421162,92838724,34384747,19482648,5439,0,23517,37067,3452
2022-08-31,44428393,92838724,34397205,19528969,7231,0,34704,46321,12458
2022-09-01,44436339,92838724,34414011,19578730,7946,0,38197,49761,16806
2022-09-02,44442507,93438944,34429853,19629682,6168,600220,37797,50952,15842
2022-09-03,44449718,93438944,34444674,19681381,7211,0,37264,51699,14821
2022-09-04,44456535,93438944,34456145,19729423,6817,0,36356,48042,11471
2022-09-05,44462445,93438944,34467867,19771113,5910,0,37783,41690,11722
2022-09-06,44466862,93438944,34477539,19809613,4417,0,27188,38500,9672
2022-09-07,44472241,93438944,34477539,19857571,5379,0,39627,47958,0
2022-09-08,44478636,93438944,34490931,19908189,6395,0,44567,50618,13392
2022-09-09,44484729,93951802,34499823,19960295,6093,512858,38417,52106,8892
2022-09-10,44490283,93951802,34504029,20013781,5554,0,37255,53486,4206
2022-09-11,44495359,93951802,34516739,20066610,5076,0,38451,52829,12710
2022-09-12,44500580,93951802,34526148,20113098,5221,0,34676,46488,9409
2022-09-13,44504949,93951802,34526148,20157143,4369,0,27790,44045,0
2022-09-14,44510057,93951802,34533957,20208878,5108,0,49311,51735,7809
2022-09-15,44516479,93951802,34544377,20265004,6422,0,52089,56126,10420
2022-09-16,44522777,94412563,34558902,20324039,6298,460761,48102,59035,14525
2022-09-17,44528524,94412563,34568833,20382344,5747,0,44057,58305,9931
2022-09-18,44534188,94412563,34579085,20439095,5664,0,41668,56751,10252
2022-09-19,44539046,94412563,34582063,20488583,4858,0,41563,49488,2978
2022-09-20,44543089,94412563,34587047,20535057,4043,0,30166,46474,4984
2022-09-21,44547599,94412563,34592027,20588102,4510,0,46312,53045,4980
2022-09-22,44553042,94412563,34600768,20641559,5443,0,48725,53457,8741
2022-09-23,44558425,94803522,34607947,20694894,5383,390959,44260,53335,7179
2022-09-24,44563337,94803522,34616655,20746163,4912,0,41620,51269,8708
2022-09-25,44568114,94803522,34624427,20792921,4777,0,39830,46758,7772
2022-09-26,44572243,94803522,34630994,20833109,4129,0,40424,40188,6567
2022-09-27,44575473,94803522,34632220,20869714,3230,0,30124,36605,1226
2022-09-28,44579088,94803522,34638288,20909731,3615,0,47084,40017,6068
2022-09-29,44583360,94803522,34646577,20948470,4272,0,50009,38739,8289
2022-09-30,44587307,95139959,34654190,20985756,3947,336437,46290,37286,7613
2022-10-01,44591112,95139959,34663731,21018942,3805,0,44858,33186,9541
2022-10-02,44594487,95139959,34672524,21049027,3375,0,44303,30085,8793
2022-10-03,44597498,95139959,34678510,21073185,3011,0,44594,24158,5986
2022-10-04,44599466,95139959,34679533,21094872,1968,0,34860,21687,1023
2022-10-05,44601934,95139959,34684529,21118629,2468,0,50924,23757,4996
2022-10-06,44604463,95139959,34691896,21141674,2529,0,56487,23045,7367
2022-10-07,44606460,95434352,34699017,21163942,1997,294393,48152,22268,7121
2022-10-08,44609257,95434352,34707233,21184513,2797,0,52624,20571,8216
2022-10-09,44612013,95434352,34715137,21203332,2756,0,46189,18819,7904
2022-10-10,44614437,95434352,34719025,21218993,2424,0,46450,15661,3888
2022-10-11,44616394,95434352,34719507,21232963,1957,0,34107,13970,482
2022-10-12,44618533,95434352,34724189,21248603,2139,0,43157,15640,4682
2022-10-13,44621319,95434352,34731539,21264080,2786,0,54449,15477,7350
2022-10-14,44623997,95691708,34736653,21278816,2678,257356,55362,14736,5114
2022-10-15,44626427,95691708,34739865,21292200,2430,0,50142,13384,3212
2022-10-16,44628828,95691708,34746462,21304554,2401,0,45243,12354,6597
2022-10-17,44630888,95691708,34748678,21314957,2060,0,43568,10403,2216
2022-10-18,44632430,95691708,34749058,21324431,1542,0,30778,9474,380
2022-10-19,44634376,95691708,34754590,21335087,1946,0,46590,10656,5532
2022-10-20,44636517,95691708,34762873,21345154,2141,0,46430,10067,8283
2022-10-21,44638636,95946824,34771320,21354915,2119,255116,41248,9761,8447
2022-10-22,44640748,95946824,34776259,21364263,2112,0,38969,9348,4939
2022-10-23,44642742,95946824,34780642,21372935,1994,0,37765,8672,4383
2022-10-24,44644076,95946824,34782150,21380264,1334,0,37248,7329,1508
2022-10-25,44644938,95946824,34783786,21386842,862,0,28281,6578,1636
2022-10-26,44645768,95946824,34793309,21394360,830,0,41072,7518,9523
2022-10-27,44646880,95946824,34799324,21402209,1112,0,42419,7849,6015
2022-10-28,44649088,95946824,34807075,21409815,2208,0,0,7606,7751
